airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype,hour,weekday,month,date
TO,7301,ALG,NTE,2024-12-05,2024-12-05 10:30:00+00:00,DEPARTURE,4,SCT,73H,10,Thursday,December,2024-12-05
VY,7990,ALG,MRS,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,4,SCT,32N,11,Wednesday,December,2024-12-04
AH,6227,HME,ALG,2024-12-04,2024-12-04 11:30:00+00:00,ARRIVAL,1,LAN,AT7,11,Wednesday,December,2024-12-04
TU,374,TUN,ALG,2024-12-04,2024-12-04 13:40:00+00:00,ARRIVAL,4,SCT,32L,13,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,SCT,738,22,Tuesday,December,2024-12-03
AH,6217,OGX,ALG,2024-12-03,2024-12-03 19:05:00+00:00,ARRIVAL,1,DEL,AT7,19,Tuesday,December,2024-12-03
AH,1013,CDG,ALG,2024-12-03,2024-12-03 22:25:00+00:00,ARRIVAL,4,LAN,738,22,Tuesday,December,2024-12-03
TK,655,IST,ALG,2024-12-04,2024-12-04 22:45:00+00:00,ARRIVAL,4,SCT,32R,22,Wednesday,December,2024-12-04
AH,1005,ORY,ALG,2024-12-04,2024-12-04 18:05:00+00:00,ARRIVAL,4,SCT,330,18,Wednesday,December,2024-12-04
AH,2026,ALG,MXP,2024-12-04,2024-12-04 10:35:00+00:00,DEPARTURE,4,BST,738,10,Wednesday,December,2024-12-04
AH,6150,CBH,ALG,2024-12-04,2024-12-04 01:52:00+00:00,ARRIVAL,1,ONB,736,1,Wednesday,December,2024-12-04
AH,2026,ALG,MXP,2024-12-04,2024-12-04 10:15:00+00:00,DEPARTURE,4,SCT,738,10,Wednesday,December,2024-12-04
AH,1005,ORY,ALG,2024-12-04,2024-12-04 18:05:00+00:00,ARRIVAL,4,SCT,330,18,Wednesday,December,2024-12-04
MS,846,ALG,CAI,2024-12-04,2024-12-04 13:45:00+00:00,DEPARTURE,4,SCT,737,13,Wednesday,December,2024-12-04
TK,651,IST,ALG,2024-12-04,2024-12-04 10:45:00+00:00,ARRIVAL,4,SCT,32R,10,Wednesday,December,2024-12-04
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
V7,2438,BOD,ALG,2024-12-04,2024-12-04 08:43:00+00:00,ARRIVAL,4,ONB,320,8,Wednesday,December,2024-12-04
AH,1191,BOD,ALG,2024-12-03,2024-12-03 19:19:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
SV,341,JED,ALG,2024-12-04,2024-12-04 13:12:00+00:00,ARRIVAL,1,LAN,777,13,Wednesday,December,2024-12-04
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:25:00+00:00,ARRIVAL,1,ONB,737,4,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-05,2024-12-05 19:15:00+00:00,ARRIVAL,4,SCT,73H,19,Thursday,December,2024-12-05
AH,6157,TMX,ALG,2024-12-04,2024-12-04 12:45:00+00:00,ARRIVAL,1,SCT,AT7,12,Wednesday,December,2024-12-04
AH,6200,ALG,GHA,2024-12-04,2024-12-04 18:45:00+00:00,DEPARTURE,1,SCT,AT7,18,Wednesday,December,2024-12-04
TK,655,IST,ALG,2024-12-04,2024-12-04 22:45:00+00:00,ARRIVAL,4,SCT,32R,22,Wednesday,December,2024-12-04
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:00:00+00:00,DEPARTURE,1,SCT,738,20,Tuesday,December,2024-12-03
AH,3014,ALG,IST,2024-12-04,2024-12-04 19:05:00+00:00,DEPARTURE,4,SCT,738,19,Wednesday,December,2024-12-04
AH,6026,ALG,CZL,2024-12-03,2024-12-03 19:00:00+00:00,DEPARTURE,1,GCL,738,19,Tuesday,December,2024-12-03
AH,2700,ALG,YUL,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,332,10,Wednesday,December,2024-12-04
SV,343,ALG,JED,2024-12-03,2024-12-03 23:40:00+00:00,DEPARTURE,1,SCT,777,23,Tuesday,December,2024-12-03
AH,1215,CDG,ALG,2024-12-03,2024-12-03 19:00:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
SF,1918,ALG,HME,2024-12-04,2024-12-04 10:15:00+00:00,DEPARTURE,1,SCT,738,10,Wednesday,December,2024-12-04
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
AH,6234,ALG,TMR,2024-12-04,2024-12-04 22:00:00+00:00,DEPARTURE,1,SCT,738,22,Wednesday,December,2024-12-04
QR,1380,ALG,DOH,2024-12-04,2024-12-04 15:45:00+00:00,DEPARTURE,4,SCT,330,15,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:30:00+00:00,ARRIVAL,4,LAN,320,12,Wednesday,December,2024-12-04
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:43:00+00:00,ARRIVAL,4,ONB,738,6,Wednesday,December,2024-12-04
TO,7301,ALG,NTE,2024-12-03,2024-12-03 19:35:00+00:00,DEPARTURE,4,GCL,737,19,Tuesday,December,2024-12-03
AH,1214,ALG,CDG,2024-12-04,2024-12-04 13:15:00+00:00,DEPARTURE,4,BST,736,13,Wednesday,December,2024-12-04
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:45:00+00:00,ARRIVAL,1,SCT,737,4,Wednesday,December,2024-12-04
AH,2015,BCN,ALG,2024-12-04,2024-12-04 20:25:00+00:00,ARRIVAL,4,SCT,738,20,Wednesday,December,2024-12-04
AH,3017,IST,ALG,2024-12-05,2024-12-05 17:55:00+00:00,ARRIVAL,4,SCT,73H,17,Thursday,December,2024-12-05
AH,2029,VIE,ALG,2024-12-04,2024-12-04 18:50:00+00:00,ARRIVAL,4,SCT,737,18,Wednesday,December,2024-12-04
AH,1230,ALG,CDG,2024-12-03,2024-12-03 19:00:00+00:00,DEPARTURE,4,GCL,738,19,Tuesday,December,2024-12-03
AH,5322,ALG,OUA,2024-12-04,2024-12-04 20:55:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AH,2029,VIE,ALG,2024-12-04,2024-12-04 18:50:00+00:00,ARRIVAL,4,SCT,737,18,Wednesday,December,2024-12-04
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:25:00+00:00,ARRIVAL,1,ONB,736,11,Wednesday,December,2024-12-04
AH,6254,ALG,ELU,2024-12-04,2024-12-04 08:45:00+00:00,DEPARTURE,1,BST,736,8,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,OFB,737,12,Wednesday,December,2024-12-04
AH,2026,ALG,MXP,2024-12-04,2024-12-04 10:35:00+00:00,DEPARTURE,4,BST,738,10,Wednesday,December,2024-12-04
AH,6190,ALG,CZL,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,OFB,AT7,7,Wednesday,December,2024-12-04
TU,375,ALG,TUN,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,32L,14,Wednesday,December,2024-12-04
TK,654,ALG,IST,2024-12-04,2024-12-04 17:35:00+00:00,DEPARTURE,4,SCT,78D,17,Wednesday,December,2024-12-04
AH,1008,ALG,ORY,2024-12-04,2024-12-04 18:35:00+00:00,DEPARTURE,4,SCT,738,18,Wednesday,December,2024-12-04
AH,6472,VVZ,ALG,2024-12-05,2024-12-05 12:15:00+00:00,ARRIVAL,1,SCT,73H,12,Thursday,December,2024-12-05
AH,6107,ORN,ALG,2024-12-04,2024-12-04 07:00:00+00:00,ARRIVAL,1,SCT,738,7,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
SF,1122,ALG,HME,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,1,OFB,738,11,Wednesday,December,2024-12-04
AH,485,JED,ALG,2024-12-04,2024-12-04 06:05:00+00:00,ARRIVAL,4,SCT,330,6,Wednesday,December,2024-12-04
AH,6142,ALG,AZR,2024-12-05,2024-12-05 23:30:00+00:00,DEPARTURE,1,SCT,736,23,Thursday,December,2024-12-05
SF,1101,HME,ALG,2024-12-03,2024-12-03 16:38:00+00:00,ARRIVAL,1,ONB,738,16,Tuesday,December,2024-12-03
AF,1854,CDG,ALG,2024-12-04,2024-12-04 13:00:00+00:00,ARRIVAL,4,SCT,32A,13,Wednesday,December,2024-12-04
SF,3000,ALG,CDG,2024-12-04,2024-12-04 17:00:00+00:00,DEPARTURE,4,SCT,738,17,Wednesday,December,2024-12-04
AH,6181,ORN,ALG,2024-12-04,2024-12-04 10:06:00+00:00,ARRIVAL,1,LAN,AT7,10,Wednesday,December,2024-12-04
AH,6117,TLM,ALG,2024-12-04,2024-12-04 15:30:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,6254,ALG,ELU,2024-12-04,2024-12-04 08:05:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:30:00+00:00,ARRIVAL,4,ONB,320,12,Wednesday,December,2024-12-04
AH,3018,ALG,IST,2024-12-03,2024-12-03 22:10:00+00:00,DEPARTURE,4,BST,332,22,Tuesday,December,2024-12-03
AH,3001,SVO,ALG,2024-12-04,2024-12-04 07:44:00+00:00,ARRIVAL,4,LAN,738,7,Wednesday,December,2024-12-04
TK,654,ALG,IST,2024-12-04,2024-12-04 17:35:00+00:00,DEPARTURE,4,SCT,738,17,Wednesday,December,2024-12-04
AH,6032,ALG,TEE,2024-12-04,2024-12-04 15:25:00+00:00,DEPARTURE,1,SCT,AT7,15,Wednesday,December,2024-12-04
AH,6238,GHA,ALG,2024-12-04,2024-12-04 04:15:00+00:00,ARRIVAL,1,ONB,738,4,Wednesday,December,2024-12-04
AH,6193,CZL,ALG,2024-12-05,2024-12-05 15:05:00+00:00,ARRIVAL,1,SCT,AT7,15,Thursday,December,2024-12-05
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,SCT,738,22,Tuesday,December,2024-12-03
AH,6100,ALG,ORN,2024-12-04,2024-12-04 08:55:00+00:00,DEPARTURE,1,BST,AT7,8,Wednesday,December,2024-12-04
EK,0757,DXB,ALG,2024-12-04,2024-12-04 12:40:00+00:00,ARRIVAL,4,SCT,77W,12,Wednesday,December,2024-12-04
AH,6197,CZL,ALG,2024-12-04,2024-12-04 14:55:00+00:00,ARRIVAL,1,SCT,AT7,14,Wednesday,December,2024-12-04
AH,6224,ALG,HME,2024-12-04,2024-12-04 20:10:00+00:00,DEPARTURE,1,SCT,AT7,20,Wednesday,December,2024-12-04
SV,341,JED,ALG,2024-12-04,2024-12-04 13:30:00+00:00,ARRIVAL,1,SCT,773,13,Wednesday,December,2024-12-04
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:30:00+00:00,ARRIVAL,4,SCT,738,6,Wednesday,December,2024-12-04
EK,0758,ALG,DXB,2024-12-04,2024-12-04 15:40:00+00:00,DEPARTURE,4,SCT,77W,15,Wednesday,December,2024-12-04
AH,2055,LHR,ALG,2024-12-03,2024-12-03 17:27:00+00:00,ARRIVAL,4,ONB,332,17,Tuesday,December,2024-12-03
IB,930,ALG,MAD,2024-12-04,2024-12-04 19:05:00+00:00,DEPARTURE,4,SCT,320,19,Wednesday,December,2024-12-04
XY,661,JED,ALG,2024-12-04,2024-12-04 16:25:00+00:00,ARRIVAL,1,SCT,333,16,Wednesday,December,2024-12-04
AH,6292,ALG,DJG,2024-12-03,2024-12-03 23:20:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:00:00+00:00,DEPARTURE,1,SCT,738,20,Tuesday,December,2024-12-03
SV,341,JED,ALG,2024-12-04,2024-12-04 13:10:00+00:00,ARRIVAL,1,SCT,777,13,Wednesday,December,2024-12-04
AH,1036,ALG,LYS,2024-12-04,2024-12-04 10:05:00+00:00,DEPARTURE,4,GCL,320,10,Wednesday,December,2024-12-04
AH,6253,ELU,ALG,2024-12-04,2024-12-04 15:40:00+00:00,ARRIVAL,1,SCT,736,15,Wednesday,December,2024-12-04
MS,846,ALG,CAI,2024-12-04,2024-12-04 13:45:00+00:00,DEPARTURE,4,SCT,737,13,Wednesday,December,2024-12-04
SF,1122,ALG,HME,2024-12-04,2024-12-04 11:15:00+00:00,DEPARTURE,1,SCT,738,11,Wednesday,December,2024-12-04
AH,6217,OGX,ALG,2024-12-04,2024-12-04 19:50:00+00:00,ARRIVAL,1,SCT,AT7,19,Wednesday,December,2024-12-04
AH,6162,ALG,TMX,2024-12-04,2024-12-04 19:50:00+00:00,DEPARTURE,1,SCT,738,19,Wednesday,December,2024-12-04
AH,5348,ALG,DLA,2024-12-03,2024-12-03 19:30:00+00:00,DEPARTURE,4,SCT,738,19,Tuesday,December,2024-12-03
AH,6124,ALG,TID,2024-12-04,2024-12-04 12:20:00+00:00,DEPARTURE,1,SCT,AT7,12,Wednesday,December,2024-12-04
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
VY,7397,ALG,ALC,2024-12-03,2024-12-03 19:05:00+00:00,DEPARTURE,4,OFB,320,19,Tuesday,December,2024-12-03
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:45:00+00:00,DEPARTURE,1,OFB,738,20,Tuesday,December,2024-12-03
AH,6171,AAE,ALG,2024-12-04,2024-12-04 10:00:00+00:00,ARRIVAL,1,ONB,AT7,10,Wednesday,December,2024-12-04
AH,4014,ALG,NKC,2024-12-04,2024-12-04 19:30:00+00:00,DEPARTURE,4,SCT,736,19,Wednesday,December,2024-12-04
QR,1380,ALG,DOH,2024-12-04,2024-12-04 15:45:00+00:00,DEPARTURE,4,SCT,330,15,Wednesday,December,2024-12-04
SF,1803,HME,ALG,2024-12-04,2024-12-04 08:05:00+00:00,ARRIVAL,1,ONB,738,8,Wednesday,December,2024-12-04
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,320,3,Wednesday,December,2024-12-04
AH,1191,BOD,ALG,2024-12-03,2024-12-03 19:40:00+00:00,ARRIVAL,4,SCT,738,19,Tuesday,December,2024-12-03
AH,6224,ALG,HME,2024-12-04,2024-12-04 20:10:00+00:00,DEPARTURE,1,SCT,AT7,20,Wednesday,December,2024-12-04
AH,1005,ORY,ALG,2024-12-04,2024-12-04 18:05:00+00:00,ARRIVAL,4,SCT,330,18,Wednesday,December,2024-12-04
TO,7301,ALG,NTE,2024-12-03,2024-12-03 19:35:00+00:00,DEPARTURE,4,GCL,737,19,Tuesday,December,2024-12-03
AF,1654,CDG,ALG,2024-12-04,2024-12-04 17:55:00+00:00,ARRIVAL,4,SCT,320,17,Wednesday,December,2024-12-04
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:45:00+00:00,DEPARTURE,1,GCL,738,20,Tuesday,December,2024-12-03
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,6409,ELG,ALG,2024-12-03,2024-12-03 20:38:00+00:00,ARRIVAL,1,ONB,AT7,20,Tuesday,December,2024-12-03
AH,6032,ALG,TEE,2024-12-04,2024-12-04 15:25:00+00:00,DEPARTURE,1,SCT,AT7,15,Wednesday,December,2024-12-04
SF,3000,ALG,CDG,2024-12-04,2024-12-04 17:00:00+00:00,DEPARTURE,4,SCT,738,17,Wednesday,December,2024-12-04
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:25:00+00:00,ARRIVAL,1,ONB,736,11,Wednesday,December,2024-12-04
AH,6156,ALG,TMX,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,SCT,AT7,7,Wednesday,December,2024-12-04
VF,274,ALG,SAW,2024-12-04,2024-12-04 14:25:00+00:00,DEPARTURE,4,SCT,738,14,Wednesday,December,2024-12-04
AH,6038,ALG,BLJ,2024-12-04,2024-12-04 09:00:00+00:00,DEPARTURE,1,BST,738,9,Wednesday,December,2024-12-04
AH,6176,ALG,AAE,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AH,4064,ALG,AMM,2024-12-04,2024-12-04 15:25:00+00:00,DEPARTURE,4,SCT,738,15,Wednesday,December,2024-12-04
AH,1021,MRS,ALG,2024-12-03,2024-12-03 17:18:00+00:00,ARRIVAL,4,ONB,738,17,Tuesday,December,2024-12-03
AH,3018,ALG,IST,2024-12-03,2024-12-03 22:10:00+00:00,DEPARTURE,4,SCT,332,22,Tuesday,December,2024-12-03
AH,6070,ALG,LOO,2024-12-04,2024-12-04 11:10:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AH,1011,ORY,ALG,2024-12-04,2024-12-04 15:10:00+00:00,ARRIVAL,4,SCT,738,15,Wednesday,December,2024-12-04
AH,1214,ALG,CDG,2024-12-04,2024-12-04 13:15:00+00:00,DEPARTURE,4,SCT,736,13,Wednesday,December,2024-12-04
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:30:00+00:00,ARRIVAL,4,SCT,738,6,Wednesday,December,2024-12-04
AH,3004,ALG,LIS,2024-12-05,2024-12-05 19:25:00+00:00,DEPARTURE,4,SCT,737,19,Thursday,December,2024-12-05
AH,6238,GHA,ALG,2024-12-04,2024-12-04 04:15:00+00:00,ARRIVAL,1,ONB,738,4,Wednesday,December,2024-12-04
AH,6070,ALG,LOO,2024-12-04,2024-12-04 11:10:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AF,1555,ALG,CDG,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
SF,3000,ALG,CDG,2024-12-04,2024-12-04 17:00:00+00:00,DEPARTURE,4,SCT,738,17,Wednesday,December,2024-12-04
AH,3018,ALG,IST,2024-12-04,2024-12-04 22:40:00+00:00,DEPARTURE,4,SCT,332,22,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-03,2024-12-03 15:37:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
AH,1230,ALG,CDG,2024-12-04,2024-12-04 18:45:00+00:00,DEPARTURE,4,SCT,738,18,Wednesday,December,2024-12-04
IB,929,MAD,ALG,2024-12-04,2024-12-04 18:05:00+00:00,ARRIVAL,4,SCT,320,18,Wednesday,December,2024-12-04
AF,1654,CDG,ALG,2024-12-03,2024-12-03 18:00:00+00:00,ARRIVAL,4,ONB,223,18,Tuesday,December,2024-12-03
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,320,3,Wednesday,December,2024-12-04
AH,6183,ORN,ALG,2024-12-04,2024-12-04 15:50:00+00:00,ARRIVAL,1,SCT,AT7,15,Wednesday,December,2024-12-04
TK,653,IST,ALG,2024-12-05,2024-12-05 16:40:00+00:00,ARRIVAL,4,SCT,32R,16,Thursday,December,2024-12-05
AH,6162,ALG,TMX,2024-12-04,2024-12-04 19:50:00+00:00,DEPARTURE,1,SCT,AT7,19,Wednesday,December,2024-12-04
LH,1317,ALG,FRA,2024-12-04,2024-12-04 13:40:00+00:00,DEPARTURE,4,SCT,321,13,Wednesday,December,2024-12-04
AH,1000,ALG,CDG,2024-12-04,2024-12-04 10:30:00+00:00,DEPARTURE,4,SCT,736,10,Wednesday,December,2024-12-04
AH,6150,CBH,ALG,2024-12-04,2024-12-04 01:52:00+00:00,ARRIVAL,1,ONB,736,1,Wednesday,December,2024-12-04
TK,651,IST,ALG,2024-12-04,2024-12-04 10:34:00+00:00,ARRIVAL,4,ONB,738,10,Wednesday,December,2024-12-04
AH,6471,GHA,ALG,2024-12-03,2024-12-03 18:20:00+00:00,ARRIVAL,1,ONB,AT7,18,Tuesday,December,2024-12-03
MS,846,ALG,CAI,2024-12-04,2024-12-04 13:45:00+00:00,DEPARTURE,4,SCT,737,13,Wednesday,December,2024-12-04
AH,5011,DSS,ALG,2024-12-04,2024-12-04 08:05:00+00:00,ARRIVAL,4,DEL,738,8,Wednesday,December,2024-12-04
TO,7268,ORY,ALG,2024-12-05,2024-12-05 17:30:00+00:00,ARRIVAL,4,SCT,73H,17,Thursday,December,2024-12-05
AH,2062,ALG,BRU,2024-12-04,2024-12-04 10:05:00+00:00,DEPARTURE,4,SCT,738,10,Wednesday,December,2024-12-04
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,1004,ALG,ORY,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,GCL,330,12,Wednesday,December,2024-12-04
AH,1004,ALG,ORY,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,BST,330,12,Wednesday,December,2024-12-04
AH,6292,TMR,ALG,2024-12-04,2024-12-04 06:55:00+00:00,ARRIVAL,1,SCT,736,6,Wednesday,December,2024-12-04
SF,1703,HME,ALG,2024-12-03,2024-12-03 19:29:00+00:00,ARRIVAL,1,ONB,DH4,19,Tuesday,December,2024-12-03
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,319,3,Wednesday,December,2024-12-04
AH,6192,ALG,CZL,2024-12-03,2024-12-03 21:30:00+00:00,DEPARTURE,1,BST,AT7,21,Tuesday,December,2024-12-03
AH,5322,ALG,OUA,2024-12-04,2024-12-04 20:55:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AH,6051,BJA,ALG,2024-12-04,2024-12-04 15:35:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,1173,MLH,ALG,2024-12-04,2024-12-04 16:50:00+00:00,ARRIVAL,4,SCT,738,16,Wednesday,December,2024-12-04
AH,6292,TMR,ALG,2024-12-04,2024-12-04 06:24:00+00:00,ARRIVAL,1,ONB,736,6,Wednesday,December,2024-12-04
VY,7991,MRS,ALG,2024-12-04,2024-12-04 10:14:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
AH,1004,ALG,ORY,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,330,12,Wednesday,December,2024-12-04
AH,1230,ALG,CDG,2024-12-04,2024-12-04 18:45:00+00:00,DEPARTURE,4,SCT,738,18,Wednesday,December,2024-12-04
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:41:00+00:00,ARRIVAL,1,ONB,738,0,Wednesday,December,2024-12-04
SF,1120,ALG,HME,2024-12-04,2024-12-04 09:30:00+00:00,DEPARTURE,1,GCL,738,9,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,BST,738,22,Tuesday,December,2024-12-03
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:30:00+00:00,ARRIVAL,4,ONB,320,12,Wednesday,December,2024-12-04
AH,6006,ALG,AAE,2024-12-03,2024-12-03 19:40:00+00:00,DEPARTURE,1,BST,AT7,19,Tuesday,December,2024-12-03
AH,2700,ALG,YUL,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,332,10,Wednesday,December,2024-12-04
AH,3000,ALG,SVO,2024-12-03,2024-12-03 20:00:00+00:00,DEPARTURE,4,OFB,738,20,Tuesday,December,2024-12-03
SV,340,ALG,JED,2024-12-04,2024-12-04 15:30:00+00:00,DEPARTURE,1,SCT,777,15,Wednesday,December,2024-12-04
LH,1317,ALG,FRA,2024-12-04,2024-12-04 14:00:00+00:00,DEPARTURE,4,GCL,320,14,Wednesday,December,2024-12-04
AH,6100,ALG,ORN,2024-12-04,2024-12-04 08:10:00+00:00,DEPARTURE,1,BST,AT7,8,Wednesday,December,2024-12-04
AH,6181,ORN,ALG,2024-12-04,2024-12-04 10:20:00+00:00,ARRIVAL,1,SCT,AT7,10,Wednesday,December,2024-12-04
SV,343,JED,ALG,2024-12-03,2024-12-03 21:40:00+00:00,ARRIVAL,1,SCT,777,21,Tuesday,December,2024-12-03
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,BST,738,12,Wednesday,December,2024-12-04
AH,1191,BOD,ALG,2024-12-03,2024-12-03 19:30:00+00:00,ARRIVAL,4,SCT,738,19,Tuesday,December,2024-12-03
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:41:00+00:00,ARRIVAL,1,ONB,738,0,Wednesday,December,2024-12-04
AF,1554,CDG,ALG,2024-12-04,2024-12-04 10:17:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-04,2024-12-04 08:57:00+00:00,ARRIVAL,1,ONB,738,8,Wednesday,December,2024-12-04
AH,5322,ALG,OUA,2024-12-04,2024-12-04 20:55:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:20:00+00:00,ARRIVAL,4,SCT,321,12,Wednesday,December,2024-12-04
AH,1231,CDG,ALG,2024-12-04,2024-12-04 10:07:00+00:00,ARRIVAL,4,SCT,738,10,Wednesday,December,2024-12-04
AH,6292,ALG,DJG,2024-12-03,2024-12-03 23:20:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,5011,DSS,ALG,2024-12-04,2024-12-04 08:05:00+00:00,ARRIVAL,4,DEL,738,8,Wednesday,December,2024-12-04
AH,1003,CDG,ALG,2024-12-04,2024-12-04 13:32:00+00:00,ARRIVAL,4,LAN,738,13,Wednesday,December,2024-12-04
AH,6170,ALG,AAE,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,OFB,AT7,7,Wednesday,December,2024-12-04
AH,6236,ALG,GHA,2024-12-03,2024-12-03 21:30:00+00:00,DEPARTURE,1,OFB,737,21,Tuesday,December,2024-12-03
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:43:00+00:00,ARRIVAL,4,ONB,738,6,Wednesday,December,2024-12-04
AH,1074,ALG,LIL,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,4,BST,738,8,Wednesday,December,2024-12-04
AH,6015,CZL,ALG,2024-12-04,2024-12-04 22:50:00+00:00,ARRIVAL,1,SCT,738,22,Wednesday,December,2024-12-04
AH,6038,ALG,BLJ,2024-12-04,2024-12-04 08:25:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,OFB,738,11,Wednesday,December,2024-12-04
AH,6181,ORN,ALG,2024-12-04,2024-12-04 10:06:00+00:00,ARRIVAL,1,ONB,AT7,10,Wednesday,December,2024-12-04
AH,1037,LYS,ALG,2024-12-04,2024-12-04 14:25:00+00:00,ARRIVAL,4,SCT,320,14,Wednesday,December,2024-12-04
